Estatus,Nro.Fiscal,IdCliente,Val.aplicado,FechaFac.,FechaPago
Pagado,FCO3459637,118341,137431,26/07/2022,26/07/2022
Pagado,FCO3459638,118631,2023000,06/01/2022,06/01/2022
Pagado,FCO3459639,118800,515666,11/01/2022,11/01/2022
Pagado,FCO3459640,118947,113713,12/01/2022,12/01/2022
Pagado,FCO3459642,119726,55763,20/01/2022,20/01/2022
Pagado,FCO3459644,120628,163933,10/03/2022,10/03/2022
Pagado,FCO3459645,120833,147474,21/01/2022,21/01/2022
Pagado,FCO3459646,121162,52242,02/03/2022,02/03/2022
Pagado,FCO3459647,121407,33255,15/02/2022,15/02/2022
Pagado,FCO3459648,121477,35700,30/12/2021,30/12/2021
Pagado,FCO3459649,121677,375294,28/01/2022,28/01/2022
Pagado,FCO3459651,122602,581440,14/01/2022,14/01/2022
Pagado,FCO3459653,123851,32000,09/01/2022,09/01/2022
Pagado,FCO3459654,124244,23334,10/02/2022,10/02/2022
Pagado,FCO3459655,124587,67246,21/02/2022,21/02/2022
Pagado,FCO3459656,124844,249900,02/02/2022,02/02/2022
Pagado,FCO3459657,125390,158312,07/01/2022,07/01/2022
Pagado,FCO3459658,125579,328026,12/01/2022,12/01/2022
Pagado,FCO3459661,127096,41836,26/04/2022,26/04/2022
Pagado,FCO3459663,127921,60404,25/01/2022,25/01/2022
Pagado,FCO3459664,128148,80930,03/01/2022,03/01/2022
Pagado,FCO3459665,128262,78966,19/05/2022,19/05/2022
Pagado,FCO3459666,128398,43211,28/01/2022,28/01/2022
Pagado,FCO3459669,128908,119722,19/01/2022,19/01/2022
Pagado,FCO3459670,129076,21420,24/01/2022,24/01/2022
Pagado,FCO3459671,129081,38675,30/09/2022,30/09/2022
Pagado,FCO3459672,129337,109500,25/01/2022,25/01/2022
Pagado,FCO3459673,131512,44507,12/01/2022,12/01/2022
Pagado,FCO3459674,131580,105516,21/02/2022,21/02/2022
Pagado,FCO3459675,131767,34145,29/03/2022,29/03/2022
Pagado,FCO3459676,131807,35700,22/02/2022,22/02/2022
Pagado,FCO3459677,133398,73770,28/02/2022,28/02/2022
Pagado,FCO3459678,133799,496940,01/02/2022,01/02/2022
Pagado,FCO3459679,134229,89500,15/01/2022,15/01/2022
Pagado,FCO3459681,134658,449458,12/01/2022,12/01/2022
Pagado,FCO3459682,134785,61582,12/01/2022,12/01/2022
Pagado,FCO3459683,135234,172958,31/12/2021,31/12/2021
