Estatus,Nro.Fiscal,IdCliente,Val.aplicado,FechaFac.,FechaPago
Pagado,FPA9000019926,7975154,66,01/05/2020,30/09/2021
Pagado,FPA9000019930,7975677,178,01/05/2020,31/08/2021
Pagado,FPA9000019945,66954259,577,01/05/2020,31/03/2022
Pagado,FPA9000019955,66976300,1708,01/05/2020,31/01/2022
Pagado,FPA9000019958,66997732,8,01/05/2020,31/08/2021
Pagado,FPA9000019965,67021524,541,01/05/2020,30/10/2021
Pagado,FPA9000019969,67021552,46,01/05/2020,31/08/2021
Pagado,FPA9000019981,67021685,54,01/05/2020,31/08/2021
Pagado,FPA9000019986,67021890,0,01/05/2020,30/10/2021
Pagado,FPA9000019994,67039240,880,01/05/2020,31/08/2021
Pagado,FPA9000020001,67084895,1496,01/05/2020,30/09/2021
Pagado,FPA9000020011,67504284,94,01/05/2020,30/09/2021
Pagado,FPA9000020022,667413,92,01/05/2020,30/09/2022
Pagado,FPA9000020063,690238,445,01/05/2020,30/10/2021
Pagado,FPA9000020065,690405,1397,01/05/2020,30/10/2021
Pagado,FPA9000020066,691006,186,01/05/2020,31/08/2021
Pagado,FPA9000020072,693253,1222,01/05/2020,30/09/2022
Pagado,FPA9000020106,67018020,23,01/05/2020,31/08/2021
Pagado,FPA9000020117,67021943,6784,01/05/2020,30/11/2021
Pagado,FPA9000020124,691593,444,27/05/2020,31/07/2022
Pagado,FPA9000020125,691593,214,27/05/2020,31/05/2022
Pagado,FPA9000020126,4427557,91,27/05/2020,31/08/2021
Pagado,FPA9000020179,67012230,279,01/05/2020,28/02/2022
Pagado,FPA9000020196,669695,391,01/05/2020,31/03/2022
Pagado,FPA9000020214,687864,267,01/05/2020,31/08/2021
Pagado,FPA9000020215,688238,108,01/05/2020,31/12/2021
Pagado,FPA9000020325,7991468,21,22/06/2020,27/05/2022
Pagado,FPA9000020334,1035271,3436,25/06/2020,31/08/2021
Pagado,FPA9000020335,1035271,2632,25/06/2020,30/09/2022
Pagado,FPA9000020359,668268,4131,30/06/2020,30/09/2022
Pagado,FPA9000020402,693392,162,30/06/2020,31/08/2021
Pagado,FPA9000020419,6352757,222,30/06/2020,30/09/2021
Pagado,FPA9000020422,6352787,52,30/06/2020,31/08/2021
Pagado,FPA9000020451,7976647,65,30/06/2020,31/05/2021
Pagado,FPA9000020457,67021670,71,30/06/2020,31/08/2021
Pagado,FPA9000020460,67039085,741,30/06/2020,31/08/2021
Pagado,FPA9000020465,685708,203,04/07/2020,18/11/2021
Pagado,FPA9000020477,668161,88,01/07/2020,31/08/2021
Pagado,FPA9000020479,668940,73,01/07/2020,31/08/2021
Pagado,FPA9000020482,669661,36,01/07/2020,31/08/2021
Pagado,FPA9000020483,672272,20,01/07/2020,31/01/2022
Pagado,FPA9000020484,672558,11,01/07/2020,31/08/2021
Pagado,FPA9000020485,673669,13,06/07/2020,31/08/2021
Pagado,FPA9000020487,680422,7,01/07/2020,31/08/2021
Pagado,FPA9000020490,681896,92,01/07/2020,31/01/2022
Pagado,FPA9000020492,682093,39,01/07/2020,31/08/2021
Pagado,FPA9000020493,682165,13,01/07/2020,31/08/2021
Pagado,FPA9000020496,682246,5,01/07/2020,31/01/2022
Pagado,FPA9000020501,683474,65,01/07/2020,31/01/2022
Pagado,FPA9000020503,683746,14,01/07/2020,31/01/2022
